# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Sep 24 15:25:48 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,disc_year,disc_facility,pl_orbsmax,pl_bmassj,st_mass,sy_dist
HD 81817 b,HD 81817,2020,Bohyunsan Optical Astronomical Observatory,3.300000,27.10000,4.30,269.1260000
HD 82886 b,HD 82886,2011,W. M. Keck Observatory,1.650000,1.30000,1.06,127.0610000
HD 82943 b,HD 82943,2003,La Silla Observatory,1.151000,1.50000,1.04,27.5902000
HD 82943 c,HD 82943,2003,La Silla Observatory,0.720900,1.50000,1.04,27.5902000
HD 8326 b,HD 8326,2019,Las Campanas Observatory,0.533000,0.20955,0.80,30.6862000
HD 83443 b,HD 83443,2002,Multiple Observatories,0.039000,0.38000,0.90,40.8991000
HD 83443 c,HD 83443,2022,Multiple Observatories,8.000000,1.50000,1.00,40.8991000
HD 8535 b,HD 8535,2010,La Silla Observatory,2.450000,0.68000,1.13,55.4401000
HD 85390 b,HD 85390,2009,La Silla Observatory,1.520000,0.13200,0.76,33.5225000
HD 85512 b,HD 85512,2011,La Silla Observatory,0.260000,0.01100,0.69,11.2810000
HD 8574 b,HD 8574,2002,Haute-Provence Observatory,0.757000,1.80000,1.12,44.8264000
HD 86081 b,HD 86081,2006,W. M. Keck Observatory,0.035000,1.50000,1.21,103.9360000
HD 86226 b,HD 86226,2009,Las Campanas Observatory,2.730000,0.45000,1.02,45.6830000
HD 86226 c,HD 86226,2020,Transiting Exoplanet Survey Satellite (TESS),0.049000,0.02281,1.02,45.6830000
HD 86264 b,HD 86264,2009,Lick Observatory,2.860000,7.00000,1.42,67.8107000
HD 8673 b,HD 8673,2009,Thueringer Landessternwarte Tautenburg,3.020000,14.20000,1.28,37.8619000
HD 86950 b,HD 86950,2016,Multiple Observatories,2.720000,3.60000,1.66,209.8390000
HD 87646 b,HD 87646,2016,Apache Point Observatory,0.117000,12.40000,1.12,73.5835200
HD 87883 b,HD 87883,2009,Lick Observatory,3.600000,1.78000,0.82,18.2912000
HD 88133 b,HD 88133,2004,W. M. Keck Observatory,0.050000,0.30000,1.23,73.6123000
HD 89307 b,HD 89307,2009,Lick Observatory,3.270000,2.11000,1.27,32.0104000
HD 89345 b,HD 89345,2018,K2,0.106600,0.11000,1.16,132.3450000
HD 89744 b,HD 89744,1999,Fred Lawrence Whipple Observatory,0.910000,7.92000,1.21,38.6364000
HD 90156 b,HD 90156,2009,La Silla Observatory,0.250000,0.05700,0.84,21.9496000
HD 9174 b,HD 9174,2016,Multiple Observatories,2.200000,1.11000,1.03,81.4893000
HD 92788 b,HD 92788,2000,Multiple Observatories,0.970000,3.76000,1.15,34.6538000
HD 92788 c,HD 92788,2019,La Silla Observatory,8.260000,2.81000,1.08,34.6538000
HD 93083 b,HD 93083,2005,La Silla Observatory,0.477000,0.37000,0.70,28.5159000
HD 93385 b,HD 93385,2021,La Silla Observatory,0.075600,0.01321,1.04,43.3475000
HD 93385 c,HD 93385,2021,La Silla Observatory,0.112000,0.02234,1.04,43.3475000
HD 93385 d,HD 93385,2021,La Silla Observatory,0.256500,0.02737,1.04,43.3475000
HD 93963 A b,HD 93963 A,2022,Transiting Exoplanet Survey Satellite (TESS),,,,82.3432000
HD 93963 A c,HD 93963 A,2022,Transiting Exoplanet Survey Satellite (TESS),0.048130,0.06041,1.11,82.3432000
HD 9446 b,HD 9446,2009,Haute-Provence Observatory,0.189000,0.70000,1.00,50.3503000
HD 9446 c,HD 9446,2009,Haute-Provence Observatory,0.654000,1.82000,1.00,50.3503000
HD 94834 b,HD 94834,2018,W. M. Keck Observatory,2.740000,1.26000,1.11,98.1609000
HD 95086 b,HD 95086,2013,Paranal Observatory,55.700000,5.00000,1.60,86.2279000
HD 95089 b,HD 95089,2009,W. M. Keck Observatory,1.360000,1.26000,1.54,136.9570000
HD 95089 c,HD 95089,2018,W. M. Keck Observatory,,3.97000,1.38,136.9570000
HD 95127 b,HD 95127,2015,McDonald Observatory,1.280000,10.63000,3.70,676.5790000
HD 95338 b,HD 95338,2020,Las Campanas Observatory,,,,36.9941000
HD 95544 b,HD 95544,2021,Haute-Provence Observatory,3.386000,6.84000,1.09,87.8049000
HD 95735 c,GJ 411,2021,Multiple Observatories,3.100000,0.05680,0.39,5.6757730
HD 95872 b,HD 95872,2015,Multiple Facilities,5.150000,3.74000,0.70,72.2195000
HD 96063 b,HD 96063,2011,W. M. Keck Observatory,0.990000,0.90000,1.02,140.0650000
HD 96127 b,HD 96127,2011,McDonald Observatory,1.400000,4.00000,0.91,587.6590000
HD 96167 b,HD 96167,2009,W. M. Keck Observatory,1.350000,0.80000,1.67,85.3006000
HD 96700 b,HD 96700,2021,La Silla Observatory,0.077700,0.02800,0.89,25.4111000
HD 96700 c,HD 96700,2021,La Silla Observatory,0.141000,0.01101,0.89,25.4111000
HD 96700 d,HD 96700,2021,La Silla Observatory,0.424000,0.03996,0.89,25.4111000
HD 96992 b,HD 96992,2021,Multiple Observatories,1.240000,1.14000,0.96,396.0820000
HD 97048 b,HD 97048,2019,Atacama Large Millimeter Array (ALMA),130.000000,2.50000,2.40,183.8570000
HD 97658 b,HD 97658,2010,W. M. Keck Observatory,0.080000,0.02400,0.77,21.5618000
HD 98219 b,HD 98219,2011,W. M. Keck Observatory,1.320000,2.20000,1.71,113.7040000
HD 98649 b,HD 98649,2012,La Silla Observatory,6.570000,6.79000,1.03,42.1727000
HD 98736 b,HD 98736,2018,W. M. Keck Observatory,1.864000,2.33000,0.92,32.4459000
HD 99109 b,HD 99109,2005,W. M. Keck Observatory,1.122000,0.47400,0.97,54.7901000
HD 99283 b,HD 99283,2021,Okayama Astrophysical Observatory,1.080000,0.97000,1.76,111.0930000
HD 99492 b,HD 99492,2004,W. M. Keck Observatory,0.123200,0.10900,0.85,18.2038000
HD 99706 b,HD 99706,2011,W. M. Keck Observatory,2.140000,1.40000,1.72,146.6000000
HD 99706 c,HD 99706,2018,W. M. Keck Observatory,,5.69000,1.72,146.6000000
HIP 105854 b,HIP 105854,2014,Multiple Observatories,0.810000,8.20000,2.10,78.6381000
HIP 107772 b,HIP 107772,2020,Multiple Observatories,0.243000,0.04059,0.63,23.6434000
HIP 107773 b,HIP 107773,2015,Multiple Observatories,0.720000,1.98000,2.42,105.1800000
HIP 109384 b,HIP 109384,2016,Haute-Provence Observatory,1.134000,1.56000,0.78,58.9582000
HIP 109600 b,HIP 109600,2016,Haute-Provence Observatory,0.706000,2.68000,0.87,66.3361000
HIP 114933 b,HIP 114933,2021,Multiple Observatories,2.840000,1.94000,1.39,101.7660000
HIP 116454 b,HIP 116454,2014,K2,,0.04000,0.81,62.4491000
HIP 12961 b,HIP 12961,2010,La Silla Observatory,0.250000,0.36000,0.69,23.3710000
HIP 14810 b,HIP 14810,2005,W. M. Keck Observatory,0.070000,3.38000,0.81,50.4800000
HIP 14810 c,HIP 14810,2006,W. M. Keck Observatory,0.545000,1.28000,0.99,50.4800000
HIP 14810 d,HIP 14810,2009,W. M. Keck Observatory,1.890000,0.57000,0.99,50.4800000
HIP 21152 b,HIP 21152,2022,Multiple Observatories,17.500000,27.80000,1.30,43.4073000
HIP 34222 b,HIP 34222,2021,Cerro Tololo Inter-American Observatory,0.492000,0.83000,0.62,22.8386000
HIP 35173 b,HIP 35173,2019,Las Campanas Observatory,0.217000,0.03996,0.79,33.1562000
HIP 38594 b,HIP 38594,2020,Multiple Observatories,0.256000,0.02549,0.61,17.7886000
HIP 38594 c,HIP 38594,2020,Multiple Observatories,3.805000,0.15228,0.61,17.7886000
HIP 41378 b,HIP 41378,2016,K2,,,,106.2890000
HIP 41378 c,HIP 41378,2016,K2,,,1.17,106.2890000
HIP 41378 d,HIP 41378,2016,K2,,,1.14,106.2890000
HIP 41378 e,HIP 41378,2016,K2,,,1.17,106.2890000
HIP 41378 f,HIP 41378,2016,K2,,,1.15,106.2890000
HIP 4845 b,HIP 4845,2020,Multiple Observatories,0.176000,0.04531,0.62,21.0974000
HIP 48714 b,HIP 48714,2020,Multiple Observatories,0.112000,0.07205,0.58,10.5298000
HIP 5158 b,HIP 5158,2009,La Silla Observatory,0.890000,0.96000,0.43,51.6026000
HIP 5158 c,HIP 5158,2011,La Silla Observatory,7.700000,15.04000,0.78,51.6026000
HIP 54373 b,HIP 54373,2019,Las Campanas Observatory,0.063000,0.02712,0.57,18.7168000
HIP 54373 c,HIP 54373,2019,Las Campanas Observatory,0.099000,0.03914,0.57,18.7168000
HIP 56640 b,HIP 56640,2021,Multiple Observatories,3.730000,3.67000,1.04,122.3240000
HIP 57274 b,HIP 57274,2011,W. M. Keck Observatory,0.070000,0.02000,0.29,25.8618000
HIP 57274 c,HIP 57274,2011,W. M. Keck Observatory,0.178000,0.40902,0.73,25.8618000
HIP 57274 d,HIP 57274,2011,W. M. Keck Observatory,1.010000,0.52670,0.73,25.8618000
HIP 5763 b,HIP 5763,2021,Cerro Tololo Inter-American Observatory,0.170000,0.51000,0.72,31.9043000
HIP 63242 b,HIP 63242,2013,Multiple Observatories,0.565000,9.18000,1.54,156.4560000
HIP 65 A b,HIP 65 A,2020,Transiting Exoplanet Survey Satellite (TESS),0.017820,3.21300,0.78,61.7856000
HIP 65407 b,HIP 65407,2016,Haute-Provence Observatory,0.177000,0.42800,0.93,61.7804000
HIP 65407 c,HIP 65407,2016,Haute-Provence Observatory,0.316000,0.78400,0.93,61.7804000
HIP 65426 b,HIP 65426,2017,Paranal Observatory,92.000000,9.00000,1.96,108.8750000
HIP 65891 b,HIP 65891,2015,Multiple Observatories,2.810000,6.00000,2.50,150.2920000
HIP 67522 b,HIP 67522,2020,Transiting Exoplanet Survey Satellite (TESS),,,1.22,127.2800000
HIP 67537 b,HIP 67537,2017,Multiple Observatories,4.910000,11.10000,2.41,116.0460000
HIP 67851 b,HIP 67851,2015,Multiple Observatories,0.460000,1.44000,1.63,64.1181000
HIP 67851 c,HIP 67851,2015,Multiple Observatories,3.820000,5.98000,1.63,64.1181000
HIP 70849 b,HIP 70849,2009,La Silla Observatory,20.250000,9.00000,0.63,24.0572000
HIP 71135 b,HIP 71135,2019,Las Campanas Observatory,0.335000,0.05915,0.66,32.3311000
HIP 74890 b,HIP 74890,2016,Multiple Observatories,2.100000,2.40000,1.74,78.6562000
HIP 75056 A b,HIP 75056 A,2021,Paranal Observatory,30.000000,25.00000,1.92,125.2120000
HIP 75092 b,HIP 75092,2021,Multiple Observatories,2.020000,1.79000,1.28,81.6696000
HIP 78530 b,HIP 78530,2010,Gemini Observatory,740.000000,23.00000,2.50,136.7590000
HIP 79098 AB b,HIP 79098 AB,2019,Paranal Observatory,345.000000,20.50000,3.75,145.7980000
HIP 79431 b,HIP 79431,2009,W. M. Keck Observatory,0.360000,2.10000,0.49,14.5324000
HIP 8541 b,HIP 8541,2016,Multiple Observatories,2.800000,5.50000,1.17,155.1210000
HIP 86221 b,HIP 86221,2021,Cerro Tololo Inter-American Observatory,0.031000,0.71000,0.79,29.4898000
HIP 90988 b,HIP 90988,2021,Multiple Observatories,1.260000,1.96000,1.30,94.0349000
HIP 91258 b,HIP 91258,2013,Haute-Provence Observatory,0.057000,1.06800,0.95,45.8846000
HIP 94235 b,HIP 94235,2022,Transiting Exoplanet Survey Satellite (TESS),0.078700,1.19247,1.09,58.5146000
HIP 97166 b,HIP 97166,2021,Transiting Exoplanet Survey Satellite (TESS),0.089000,0.06293,0.90,65.9501000
HIP 97166 c,HIP 97166,2021,Multiple Observatories,0.124000,0.03115,0.90,65.9501000
HIP 97233 b,HIP 97233,2014,Multiple Observatories,2.550000,20.00000,1.93,102.2750000
HN Peg b,HN Peg,2006,Spitzer Space Telescope,773.000000,21.99870,,18.1186000
HR 2562 b,HR 2562,2016,Gemini Observatory,20.300000,30.00000,1.30,34.0071000
HR 5183 b,HR 5183,2019,Multiple Observatories,25.000000,3.16000,1.10,31.4607000
HR 810 b,HR 810,1999,La Silla Observatory,0.925000,2.26000,1.03,17.3181000
HR 858 b,HR 858,2019,Transiting Exoplanet Survey Satellite (TESS),,,,31.9640000
HR 858 c,HR 858,2019,Transiting Exoplanet Survey Satellite (TESS),0.067400,,1.15,31.9640000
HR 858 d,HR 858,2019,Transiting Exoplanet Survey Satellite (TESS),,,,31.9640000
HR 8799 b,HR 8799,2008,Gemini Observatory,,,1.61,41.2441000
HR 8799 c,HR 8799,2008,Gemini Observatory,38.000000,10.00000,1.50,41.2441000
HR 8799 d,HR 8799,2008,W. M. Keck Observatory,,,1.61,41.2441000
HR 8799 e,HR 8799,2010,W. M. Keck Observatory,14.500000,,1.61,41.2441000
HU Aqr AB b,HU Aqr,2011,Yunnan Astronomical Observatory,3.600000,5.90000,0.88,
HU Aqr AB c,HU Aqr,2011,Yunnan Astronomical Observatory,5.400000,4.50000,0.88,
HW Vir b,HW Vir,2012,McDonald Observatory,4.690000,14.48228,0.48,171.7010000
IC 4651 9122 b,IC 4651 9122,2018,La Silla Observatory,2.038000,6.30000,2.10,859.3240000
K2-10 b,K2-10,2015,K2,0.137400,,0.94,272.3600000
K2-100 b,K2-100,2016,K2,,,1.15,188.9590000
K2-101 b,K2-101,2016,K2,,,0.80,188.3300000
K2-102 b,K2-102,2016,K2,,,0.77,188.1750000
K2-104 b,K2-104,2016,K2,,,0.51,189.2890000
K2-105 b,K2-105,2017,K2,0.079600,,0.99,197.9890000
K2-107 b,K2-107,2017,K2,,,,685.2000000
K2-108 b,K2-108,2017,K2,,,1.29,477.2950000
K2-11 b,K2-11,2015,K2,,,,329.3090000
K2-110 b,K2-110,2017,K2,,,0.81,116.4740000
K2-111 b,K2-111,2017,K2,0.057000,0.01664,0.84,200.3940000
K2-111 c,K2-111,2020,Multiple Observatories,0.116600,0.03555,0.84,200.3940000
K2-113 b,K2-113,2017,K2,,,,635.7220000
K2-114 b,K2-114,2017,K2,,,,475.7580000
K2-115 b,K2-115,2017,K2,,,,413.5910000
K2-116 b,K2-116,2017,K2,,,0.73,49.3855000
K2-117 b,K2-117,2017,K2,,,0.51,101.6320000
K2-117 c,K2-117,2017,K2,0.049200,,0.54,101.6320000
K2-118 b,K2-118,2017,K2,0.245000,,0.76,321.7220000
K2-119 b,K2-119,2017,K2,,,,365.5810000
K2-12 b,K2-12,2015,K2,0.080200,,1.01,326.3810000
K2-120 b,K2-120,2017,K2,,,,
K2-121 b,K2-121,2017,K2,,,0.74,169.3980000
K2-122 b,K2-122,2017,K2,0.037300,,0.63,72.0444000
K2-123 b,K2-123,2017,K2,,,,161.5550000
K2-124 b,K2-124,2017,K2,,,0.40,140.3850000
K2-125 b,K2-125,2017,K2,0.121000,,0.49,124.1560000
K2-126 b,K2-126,2017,K2,,,0.67,102.9530000
K2-127 b,K2-127,2017,K2,,,,709.9990000
K2-128 b,K2-128,2017,K2,,,0.69,114.6370000
K2-129 b,K2-129,2017,K2,0.057000,,0.36,27.7957000
K2-13 b,K2-13,2015,K2,0.211400,,0.80,342.3940000
K2-130 b,K2-130,2017,K2,,,,118.0110000
K2-131 b,K2-131,2017,K2,,0.01982,0.79,152.5090000
K2-132 b,K2-132,2017,K2,,,0.98,609.8180000
K2-133 b,K2-133,2017,K2,0.033000,,0.51,75.1703000
K2-133 c,K2-133,2017,K2,0.043410,,0.46,75.1703000
K2-133 d,K2-133,2017,K2,0.077000,,0.51,75.1703000
K2-133 e,K2-133,2019,K2,0.134600,,0.46,75.1703000
K2-136 b,K2-136,2017,K2,,,0.74,59.2474000
K2-136 c,K2-136,2017,K2,,,0.74,59.2474000
K2-136 d,K2-136,2017,K2,,,0.69,59.2474000
K2-137 b,K2-137,2017,K2,,,,98.8765000
K2-138 b,K2-138,2017,K2,0.033800,,0.92,202.5850000
K2-138 c,K2-138,2017,K2,0.044200,,0.92,202.5850000
K2-138 d,K2-138,2017,K2,0.058930,0.02492,0.94,202.5850000
K2-138 e,K2-138,2017,K2,0.078200,0.04081,0.94,202.5850000
K2-138 f,K2-138,2017,K2,0.104300,,0.93,202.5850000
K2-138 g,K2-138,2021,K2,0.231090,0.01359,0.94,202.5850000
K2-139 b,K2-139,2017,K2,,,0.95,153.8560000
K2-14 b,K2-14,2015,K2,0.062700,,0.47,364.0480000
K2-140 b,K2-140,2017,K2,0.068000,0.93000,0.96,347.9170000
K2-141 b,K2-141,2018,K2,0.007160,0.01671,0.66,61.8736000
K2-141 c,K2-141,2018,K2,,0.02328,0.71,61.8736000
K2-146 b,K2-146,2018,K2,,,0.31,79.3002000
K2-146 c,K2-146,2019,K2,0.032700,0.02234,0.36,79.3002000
K2-147 b,K2-147,2018,K2,0.015900,,0.58,90.5494000
K2-148 b,K2-148,2018,K2,0.045400,,0.65,124.4580000
K2-148 c,K2-148,2018,K2,0.061600,,0.65,124.4580000
K2-148 d,K2-148,2018,K2,,,,124.4580000
K2-149 b,K2-149,2018,K2,0.083000,,0.59,123.6760000
K2-15 b,K2-15,2015,K2,,,,493.9920000
K2-150 b,K2-150,2018,K2,,,,102.4830000
K2-151 b,K2-151,2018,K2,0.036500,,0.44,69.4798000
K2-152 b,K2-152,2018,K2,0.173500,,0.65,108.4490000
K2-153 b,K2-153,2018,K2,0.060100,,0.51,143.1250000
K2-154 b,K2-154,2018,K2,0.040500,,0.65,129.3560000
K2-154 c,K2-154,2018,K2,0.067700,,0.65,129.3560000
K2-155 b,K2-155,2018,K2,0.054600,,0.54,72.7998000
K2-155 c,K2-155,2018,K2,,,,72.7998000
K2-155 d,K2-155,2018,K2,0.188600,,0.54,72.7998000
K2-156 b,K2-156,2018,K2,,,0.64,150.2100000
K2-157 b,K2-157,2018,K2,,,,298.3730000
K2-158 b,K2-158,2018,K2,0.088700,,0.92,197.2990000
K2-158 c,K2-158,2018,K2,0.062200,,0.92,197.2990000
K2-159 b,K2-159,2018,K2,,,0.89,170.9980000
K2-16 b,K2-16,2015,K2,0.066960,,0.69,334.9670000
K2-16 c,K2-16,2015,K2,0.123500,,0.69,334.9670000
K2-160 b,K2-160,2018,K2,,,0.98,315.3630000
K2-161 b,K2-161,2018,K2,,,0.99,916.3190000
K2-162 b,K2-162,2018,K2,,,0.78,124.4330000
K2-163 b,K2-163,2018,K2,,,0.83,208.5290000
K2-164 b,K2-164,2018,K2,,,,375.6700000
K2-165 b,K2-165,2018,K2,,,0.83,134.5910000
K2-165 c,K2-165,2018,K2,,,0.83,134.5910000
K2-165 d,K2-165,2018,K2,,,,134.5910000
K2-166 b,K2-166,2018,K2,,,1.07,476.8820000
K2-167 b,K2-167,2018,K2,,,1.02,80.8994000
K2-168 b,K2-168,2018,K2,,,,243.9350000
K2-169 b,K2-169,2018,K2,,,0.99,235.8670000
K2-17 b,K2-17,2015,K2,0.117000,,0.66,125.1060000
K2-170 b,K2-170,2018,K2,,,,392.8720000
K2-170 c,K2-170,2018,K2,,,,392.8720000
K2-171 b,K2-171,2018,K2,,,,606.1280000
K2-172 b,K2-172,2018,K2,,,0.93,249.7420000
K2-172 c,K2-172,2018,K2,,,0.93,249.7420000
K2-173 b,K2-173,2018,K2,,,0.88,228.6410000
K2-174 b,K2-174,2018,K2,,,0.66,99.9293000
K2-175 b,K2-175,2018,K2,,,1.09,247.2660000
K2-176 b,K2-176,2018,K2,,,,247.3020000
K2-177 b,K2-177,2018,K2,,,1.21,492.1670000
K2-178 b,K2-178,2018,K2,,,0.95,214.7530000
K2-179 b,K2-179,2018,K2,,,0.82,190.8100000
K2-18 b,K2-18,2015,K2,,,,38.0266000
K2-18 c,K2-18,2017,La Silla Observatory,0.060000,0.02363,0.36,38.0266000
K2-180 b,K2-180,2018,K2,0.073400,,0.72,203.8960000
K2-181 b,K2-181,2018,K2,,,1.04,360.9110000
K2-182 b,K2-182,2018,K2,,,,154.8300000
K2-183 b,K2-183,2018,K2,,,0.94,329.0410000
K2-183 c,K2-183,2018,K2,,,,329.0410000
K2-183 d,K2-183,2018,K2,0.152700,,0.93,329.0410000
K2-184 b,K2-184,2018,K2,,,0.89,75.5857000
K2-185 b,K2-185,2018,K2,,,,268.3570000
K2-185 c,K2-185,2018,K2,,,,268.3570000
K2-186 b,K2-186,2018,K2,,,1.02,330.7390000
K2-187 b,K2-187,2018,K2,0.016400,,0.98,330.9160000
K2-187 c,K2-187,2018,K2,,,,330.9160000
K2-187 d,K2-187,2018,K2,0.072000,,0.98,330.9160000
K2-187 e,K2-187,2018,K2,,,,330.9160000
K2-188 b,K2-188,2018,K2,,,1.11,446.8210000
K2-188 c,K2-188,2018,K2,,,,446.8210000
K2-189 b,K2-189,2018,K2,,,0.93,242.1130000
K2-189 c,K2-189,2018,K2,,,0.96,242.1130000
K2-19 b,K2-19,2015,K2,,,0.90,289.8270000
K2-19 c,K2-19,2015,K2,,,0.90,289.8270000
K2-19 d,K2-19,2016,K2,0.036000,,0.99,289.8270000
K2-190 b,K2-190,2018,K2,,,,160.6790000
K2-190 c,K2-190,2018,K2,,,0.90,160.6790000
K2-191 b,K2-191,2018,K2,,,0.83,287.1880000
K2-192 b,K2-192,2018,K2,,,0.87,221.7530000
K2-193 b,K2-193,2018,K2,,,0.98,411.9230000
K2-194 b,K2-194,2018,K2,,,1.20,629.5100000
K2-195 b,K2-195,2018,K2,,,1.03,315.0140000
K2-195 c,K2-195,2018,K2,,,0.96,315.0140000
K2-196 b,K2-196,2018,K2,,,1.16,584.8770000
K2-197 b,K2-197,2018,K2,,,1.00,247.6370000
K2-198 b,K2-198,2018,K2,,,,110.5670000
K2-198 c,K2-198,2019,K2,,,0.80,110.5670000
K2-198 d,K2-198,2019,K2,,,,110.5670000
K2-199 b,K2-199,2018,K2,,,,107.5180000
K2-199 c,K2-199,2018,K2,0.066200,0.03901,0.71,107.5180000
K2-200 b,K2-200,2018,K2,,,0.86,184.1310000
K2-201 b,K2-201,2018,K2,,,,197.9320000
K2-201 c,K2-201,2018,K2,,,,197.9320000
K2-202 b,K2-202,2018,K2,,,0.97,300.3970000
K2-203 b,K2-203,2018,K2,,,,166.1470000
K2-204 b,K2-204,2018,K2,,,1.01,577.2350000
K2-205 b,K2-205,2018,K2,,,0.95,405.3010000
K2-206 b,K2-206,2018,K2,,,0.79,244.4430000
K2-207 b,K2-207,2018,K2,,,,363.0640000
K2-208 b,K2-208,2018,K2,,,0.93,256.8870000
K2-209 b,K2-209,2018,K2,,,0.74,76.4986000
K2-21 b,K2-21,2015,K2,,,,83.6448000
K2-21 c,K2-21,2015,K2,,,,83.6448000
K2-210 b,K2-210,2018,K2,,,0.91,176.5100000
K2-211 b,K2-211,2018,K2,,,0.88,272.2970000
K2-212 b,K2-212,2018,K2,,,,109.2180000
K2-213 b,K2-213,2018,K2,,,1.07,389.7020000
K2-214 b,K2-214,2018,K2,,,,300.6400000
K2-215 b,K2-215,2018,K2,,,1.00,403.9640000
K2-216 b,K2-216,2018,K2,,,,115.4610000
K2-217 b,K2-217,2018,K2,,,,381.8780000
K2-218 b,K2-218,2018,K2,,,1.05,394.0830000
K2-219 b,K2-219,2018,K2,,,1.02,325.4000000
K2-219 c,K2-219,2018,K2,,,,325.4000000
K2-219 d,K2-219,2018,K2,,,,325.4000000
K2-22 b,K2-22,2015,K2,0.009000,,0.60,243.8360000
K2-220 b,K2-220,2018,K2,,,0.96,233.5140000
K2-221 b,K2-221,2018,K2,,,,318.8100000
K2-222 b,K2-222,2018,K2,,,,101.3210000
K2-223 b,K2-223,2018,K2,0.012700,,1.06,198.6040000
K2-223 c,K2-223,2018,K2,,,1.07,198.6040000
K2-224 b,K2-224,2018,K2,,,0.90,275.2550000
K2-224 c,K2-224,2018,K2,,,,275.2550000
K2-225 b,K2-225,2018,K2,,,1.11,357.7780000
K2-226 b,K2-226,2018,K2,0.041300,,0.88,211.2650000
K2-227 b,K2-227,2018,K2,,,0.95,187.2340000
K2-228 b,K2-228,2018,K2,,,0.74,129.4600000
K2-229 b,K2-229,2018,K2,,,,102.5640000
K2-229 c,K2-229,2018,K2,,,0.86,102.5640000
K2-230 b,K2-230,2018,K2,0.040900,,1.11,540.7730000
K2-231 b,K2-231,2018,K2,,,1.01,321.2150000
K2-232 b,K2-232,2018,K2,0.103560,0.39800,1.19,130.7200000
K2-233 b,K2-233,2018,K2,0.033080,0.03543,0.79,67.5062000
K2-233 c,K2-233,2018,K2,0.066870,,0.80,67.5062000
K2-233 d,K2-233,2018,K2,0.152700,,0.80,67.5062000
K2-237 b,K2-237,2018,K2,0.035580,1.36300,1.26,314.9950000
K2-238 b,K2-238,2018,K2,0.046000,0.86000,1.19,537.9630000
K2-239 b,K2-239,2018,K2,0.044100,,0.40,31.0849000
K2-239 c,K2-239,2018,K2,0.057600,,0.40,31.0849000
K2-239 d,K2-239,2018,K2,0.068500,,0.40,31.0849000
K2-24 b,K2-24,2016,K2,0.154000,0.06607,1.12,170.5620000
K2-24 c,K2-24,2016,K2,,0.08180,1.12,170.5620000
K2-240 b,K2-240,2018,K2,0.051300,,0.58,72.9105000
K2-240 c,K2-240,2018,K2,0.115900,,0.58,72.9105000
K2-241 b,K2-241,2018,K2,0.156700,,0.71,149.4640000
K2-242 b,K2-242,2018,K2,0.049400,,0.38,109.2370000
K2-243 b,K2-243,2018,K2,0.108700,,1.29,266.8640000
K2-243 c,K2-243,2018,K2,0.181700,,1.29,266.8640000
K2-244 b,K2-244,2018,K2,,,,212.9020000
K2-245 b,K2-245,2018,K2,0.095900,,0.83,456.0640000
K2-246 b,K2-246,2018,K2,0.060200,,0.87,703.6160000
K2-247 b,K2-247,2018,K2,0.030400,,0.74,258.1130000
K2-247 c,K2-247,2018,K2,0.061500,,0.74,258.1130000
K2-248 b,K2-248,2018,K2,0.069900,,0.88,406.2540000
K2-249 b,K2-249,2018,K2,0.115100,,1.32,521.7160000
K2-25 b,K2-25,2015,K2,,,0.29,44.9565000
K2-250 b,K2-250,2018,K2,0.045900,,0.80,414.7080000
K2-251 b,K2-251,2018,K2,0.069400,,0.52,147.0300000
K2-252 b,K2-252,2018,K2,0.104100,,0.79,228.8390000
K2-253 b,K2-253,2018,K2,,,,876.5650000
K2-254 b,K2-254,2018,K2,0.044800,,0.71,227.7750000
K2-254 c,K2-254,2018,K2,0.092300,,0.71,227.7750000
K2-255 b,K2-255,2018,K2,0.027400,,0.71,191.6080000
K2-256 b,K2-256,2018,K2,0.057800,,0.84,564.6930000
K2-257 b,K2-257,2018,K2,0.021600,,0.52,64.0065000
K2-258 b,K2-258,2018,K2,0.149000,,1.21,661.8730000
K2-259 b,K2-259,2018,K2,,,,416.4570000
K2-26 b,K2-26,2016,K2,0.096200,,0.56,99.0504000
K2-260 b,K2-260,2018,K2,,,1.39,663.8340000
K2-261 b,K2-261,2018,K2,0.103400,0.18800,1.09,213.2830000
K2-263 b,K2-263,2018,K2,,,,162.4810000
K2-264 b,K2-264,2018,K2,,,0.47,185.6050000
K2-264 c,K2-264,2018,K2,0.112830,,0.50,185.6050000
K2-265 b,K2-265,2018,K2,,,,138.6710000
K2-266 b,K2-266,2018,K2,0.013060,0.03545,0.69,77.5586000
K2-266 c,K2-266,2018,K2,0.067900,0.00091,0.69,77.5586000
K2-266 d,K2-266,2018,K2,,,,77.5586000
K2-266 e,K2-266,2018,K2,0.124900,0.04499,0.69,77.5586000
K2-268 b,K2-268,2018,K2,,,0.84,327.7830000
K2-268 c,K2-268,2018,K2,,,,327.7830000
